aga3	DUN3@g
agal	KA×GAL
agam	A×BAD
aganx(KA2)	KA2
agar2	LAGAB×IGI@g
agar3	LAGAB×A+GAR
agar4	IGI@g
agar5	IM%IM
agar6	IM.DUGUD
agargara	NUN@t
agargarax(NUN)	NUN
agarim	GA2×AN.AN.MUŠ3
agarin	AB×DUN3@g
agarin2	AB×GAN2@t
agarin3	GA2×AN.DUN3@g
agarin4	GA2×AN.ŠIM
agarin5	GA2×AN.ŠIM×GAR
agarinx(AB)	AB
agaš	BAD.X
agrig	IGI.DUB
agrigx(|IGI.ZI|)	IGI.ZI
agrun	E2.NUN
agrunax(E2.NUN)	E2.NUN
agrunax(|E2.NUN|)	E2.NUN
agrux(E2.NUN)	E2.NUN
agrux(|E2.NUN|)	E2.NUN
agu	DUN3@g@g
agx(|NINDA2×ŠE|)	NINDA2×ŠE
ah	HI×NUN
ah2	ŠEŠ
ah3	UD
ah4	ALEPH
ah5	A2
ah6	UD.KUŠU2
aha	HI×NUN
aha2	ŠEŠ
aha3	PAP
ahhur?	IGI.A
ahi	ŠEŠ
ahi2	A2
ahud	IM×4
ai	A.A
aia	A.A
aia2	A
aia3	UR
aia4	LAGAB×A
ak	AK
ak3	ŠID
aka	AK
aka2	NINDA2×NE
aka3	ŠID
aka4	KA2
akan	DAG.KISIM5×GA
akan2	KA2
akan3	LAGAB×LU
akani	DAG.KISIM5×GA
akar	NUN%NUN.LAGAR&LAGAR
akarx(|(NUN.LAGAR×SAL)&(NUN.LAGAR×SAL)|)	(NUN.LAGAR×SAL)&(NUN.LAGAR×SAL)
akix(AK)	AK
akkan3	LAGAB×LU
akkil	GAD.TAK4.SI
akkil2	AD.KID
akkil3	GAD.TAK4
akkilx(|AD.E2|)	AD.E2
aktum	A.SU
aktum2	SU.A
akx(|KA×AD|)	KA×AD
akšak	UD.KUŠU2
akšak2	A.KUŠU2
akšak3?	UD@s.KUŠU2
akšakx(|EZEN×HA|)	EZEN×HA
al	AL
al2	ALAN
al3?	GAN2
al5	UD
al6	MAH
al8	URU
ala	URU
ala2?	URU.ME.U.U.U
ala3	AL
alad	KAL×BAD
alad2?	KAL
alag	ALAN
alal	ŠID×A
alal2	ŠID
alal3	GIŠ%GIŠ
alal4?	GAN2%GAN2
alala	ALAN
alalmu	ŠID×A
alalx(GAN2)	GAN2
alam	ALAN
alamax(NIM)	NIM
alammuš	TA×HI
alamu	ŠID×A
alamu2	ŠID
alamuš	TA×HI
alamx(|ALAN&ALAN|)	ALAN&ALAN
alan	ALAN
alap	GUD
alax(|KA×A+LA2|)	KA×A+LA2
alax(|ŠID×A|)	ŠID×A
alaĝ	ALAN
alba	GA2
alba2	KASKAL.KUR
ale	URU
algames	UD.SAL.HUB2
algameš	UD.SAL.HUB2
algamis	UD.SAL.HUB2
alha	KASKAL.KUR
ali	URU
alim	GIR3×A+IGI
alima	GIR3×A+IGI
alimx(|GIR3×IGI|)	GIR3×IGI
alimx?(|GA2×A+IGI|)	GA2×A+IGI
alla	NAGAR
almu	ŠID×A
almu2	ŠID
alpu	GUD
alu	URU
alurx(BAHAR2)	BAHAR2
am	GUD×KUR
am2	NINDA2×NE
am3	A.AN
am4?	GA2×KAK
am5	GA2×SAL
am6	AN
am7	PI
ama	GA2×AN
ama2	GUD×KUR
ama3?	GI.LU
ama4	GA2×KAK
ama5	GA2×SAL
ama6	LAGAB×AN
amagi	MUŠ3×A+DI
amagi2	A.MUŠ3.DI
amagi3	ZA.MUŠ3.DI
amagi4	ZA.MUŠ3@g.DI
amagix(|A.MUŠ3×A.DI|)	A.MUŠ3×A.DI
amagix(|MUŠ3.DI|)	MUŠ3.DI
amagix(|MUŠ3×DI|)	MUŠ3×DI
amah	LAGAB×U+A
amalu	GA2×AN.AN.MUŠ3
amalug?	GA2×AN.LUL
aman	PAP.PAP
amar	AMAR
amarim?	GA2×AN.AN.MUŠ3
amat	SAL.KUR
amax(|E2.SAL|)	E2.SAL
amax(|E2×SAL|)	E2×SAL
amaš	DAG.KISIM5×LU+MAŠ2
amaša	DAG.KISIM5×LU+MAŠ2
ambar	LAGAB×A
ambara	LAGAB×A
ambarx(|LAGAB×GAR|)	LAGAB×GAR
ame	GA2×AN
ame2	GA2×SAL
amex(|E2.SAL|)	E2.SAL
ami	GA2×AN
ami2	GA2×SAL
amma	KUR
ammax(KI)	KI
ammax(|GA2×AN|)	GA2×AN
amna	UD
amna2	U.U
amra	GIŠ.MA2.RA
amtu	SAL.KUR
amuru	KID.MAH
amuš	A×MUŠ
amuša	A×MUŠ
amx(EN)	EN
an	AN
an-na	AN.NA
an2?	GIŠ%GIŠ
ana	DIŠ
ana2	AN
ana3	AŠ
anbar	LAGAB×A
anegi	IM
angar	IM%IM
angur	LAGAB×HAL
aniku	NA
anu	AN
anubu	KUR
anx(DIŠ)	DIŠ
anx(|EZEN×BAD|)	EZEN×BAD
anzalub	ŠA3.GI
anzu	AN.IM.DUGUD
anzu2	AN.IM.MI
anzud	AN.IM.DUGUD
anzud2	AN.IM.MI
anzux(|AN.HU.MI.IM|)	AN.HU.MI.IM
anzux(|HU.MI.AN.IM|)	HU.MI.AN.IM
anše	ANŠE
anše2	GIR3
anšex(|ANŠE.PA|)	ANŠE.PA
anši	GIR3×PA
anšu	ANŠE
anšu2	GIR3
anšux(|ANŠE.PA|)	ANŠE.PA
ap	AB
ap2	AB2
ap3	AD
apin	APIN
apina	APIN
aq	AK
aqa	AK
ar	IGI.RI
ar...	UR2×U2+BI
ar2	UB
ar3	HI×AŠ2
ar5	GAM
ara	ŠA
ara2	UB
ara3	HI×AŠ2
ara4	UD.DU
ara5	HI×AŠ2.HI×AŠ2
ara7	UD
ara8	IGI.RI
arab	UD.NUN
arad	ARAD
arad2	ARAD×KUR
arad3?	LAM×KUR
aragub	DU
arah3	GA2×ŠE
arah4	E2.UŠ.BU.DA
araha	E2.UŠ.BU.DA
arahx(|E2×ŠE|)	E2×ŠE
arahx(|UŠ.BU.DA|)	UŠ.BU.DA
arala	E2.KUR.BAD
arali	E2.KUR.BAD
aralix(|URU×GAL|)	URU×GAL
arar	UD.AB@g
ararama	UD.AB@g
ararama2	UD.AB
ararim	URU×A
ararimx(|URU×UD|)	URU×UD
ararma	UD.AB@g
ararma2	UD.AB
arata	LAM×KUR+RU
aratta	LAM×KUR+RU
araţa	LAM×KUR+RU
arba	LIMMU2
arda	ARAD
argab	GAR.IB
arhu	UD×U+U+U
arhus2	NUN.LAGAR×SAL
arhuš	GA2×SAL
arhuš2	NUN.LAGAR×SAL
arhuš3	NUN.LAGAR×MAŠ
arhuš4?	GA2×AN
arhuš5	A2.TUR
arhuš6	A2.SAL
arhuš7	A2.GA2×SAL
arhušx(|E2×SAL|)	E2×SAL
ari	URI
ari2	IDIM
ari3	PA
ari5?	PA.ME.U.U.U
ari6	SUM
arina	MUŠ%MUŠ.A.NA
arinax(|A.LU2@s.NA|)	A.LU2@s.NA
arinax(|I.LU2@s.NA|)	I.LU2@s.NA
arinax(|LU2@s.NA|)	LU2@s.NA
arinax(|MUŠ&MUŠ.A.NA|)	MUŠ&MUŠ.A.NA
arinax(|MUŠ&MUŠ×A+NA|)	MUŠ&MUŠ×A+NA
arinax(|UR2×A|)	UR2×A
arkab	GAR.IB
arkab2	ARKAB2
arkabx(IB)	IB
arkabx(|ARKAB2.IB|)	ARKAB2.IB
arrap	LIMMU2
aru	PA
arx(|URU×A|)	URU×A
as	PIRIG×ZA
as2	AŠ2
as3	AŠ
as4	LAGAB×A
as4-lum	LAGAB×A.LUM
as5	ŠIR
as6	HI×DIŠ
asa	PIRIG×ZA
asa2	AŠ2
asag	KU3.AN
asagx(|GA2×ŠE|)	GA2×ŠE
asal	URU×IGI
asal2	A.TU.GABA.LIŠ
asalx(|A.GABA.LIŠ.TU|)	A.GABA.LIŠ.TU
asalx(|A.GIŠ.TU.GABA.LIŠ|)	A.GIŠ.TU.GABA.LIŠ
asalx(|A.TU.GABA.SIG.GAR|)	A.TU.GABA.SIG.GAR
asalx(|A.TU.GABA|)	A.TU.GABA
asalx(|A.TU.NUN&NUN|)	A.TU.NUN&NUN
asalx(|A.TU|)	A.TU
asalx(|ASAL2~a|)	ASAL2~a
asalx(|GABA.LIŠ|)	GABA.LIŠ
asalx(|KA×IGI|)	KA×IGI
asalx(|TU.NUN&NUN.LIŠ.A|)	TU.NUN&NUN.LIŠ.A
asar	URU×IGI
asar2	A.TU.GABA.LIŠ
asara	URU×IGI
asari	URU×IGI
asaru	URU×IGI
asax(|KU3.AN|)	KU3.AN
asax(|URU×IGI|)	URU×IGI
asi	A.ŠE.NUN&NUN
asil	EZEN×LAL2
asil3	EZEN×A
asil4	EZEN×A+LAL2
asil5	EZEN×A+LAL
asil6	EZEN×UD
asila	EZEN×LAL2
asila2	ŠIM
asila3	EZEN×A
asila4	EZEN×A+LAL2
asila5	EZEN×A+LAL
asila6	EZEN×UD
asilal	EZEN×LAL2
asilal2	ŠIM
asilal3	EZEN×A
asilal4	EZEN×A+LAL2
asilal5	EZEN×A+LAL
asilal6	EZEN×UD
asilalx(EZEN)	EZEN
asilax(EZEN)	EZEN
asilax(|EZEN×KASKAL|)	EZEN×KASKAL
asilla2	ŠIM
asillal3	EZEN×A
asilx(EZEN)	EZEN
aski	AŠ.HI×DIŠ.GI4
aslum	LAGAB×A
aslumx(|A.LUM|)	A.LUM
aslumx(|LAGAB×GAR|)	LAGAB×GAR
asx(|LAGAB×GAR|)	LAGAB×GAR
at	AD
at2	GIR2@g
atum	NI.UD.KI
atumx(|NI.UD|)	NI.UD
atumx(|UD.NI|)	UD.NI
au	A.PA.GISAL.PAD.SI.A
aux(|GISAL.PAD.SI.A|)	GISAL.PAD.SI.A
aw	PI
ax(DA)	DA
aya	A.A
aya2	A
aya2-aya2	A×A
aya3	UR
aya4	LAGAB×A
ayax(HA)	HA
ayax(UD)	UD
ayax(|LAGAB×GAR|)	LAGAB×GAR
aye	A.A
ayi	A.A
ayu	A.A
ayya	A.A
ayye	A.A
ayyi	A.A
ayyu	A.A
az	PIRIG×ZA
az2	AŠ2
az3	AŠ
aza	PIRIG×ZA
azad	U2.A.LAGAB×KUL.MA2.ŠU2.A
azad2	TAK4
azadx(|A.LAGAB×HAL.ŠU2|)	A.LAGAB×HAL.ŠU2
azag	KU3.AN
azag2	A2.PA
azak	KU3.AN
azalag	TUG2.UD
azalag2	TUG2
azalag3	GIŠ.TUG2.PI.TE.A.DU
azalag4	GIŠ.TUG2.TE.A.DU
azalag5	GIŠ.TUG2.PI.TE.A
azalag6	GIŠ.TUG2.TE.A
azalag7	LU2×TUG2
azalx(|A.TU.GABA.LIŠ|)	A.TU.GABA.LIŠ
azlag	TUG2.UD
azlag2	TUG2
azlag3	GIŠ.TUG2.PI.TE.A.DU
azlag4	GIŠ.TUG2.TE.A.DU
azlag5	GIŠ.TUG2.PI.TE.A
azlag6	GIŠ.TUG2.TE.A
azlag7	LU2×TUG2
azlaggalx(|GAL.GIŠ.TUG2.TE.A.DU|)	GAL.GIŠ.TUG2.TE.A.DU
azu	ZU5×A
azubirx(|HI×AŠ2.SAG|)	HI×AŠ2.SAG
azugna	HI×AŠ2.SAG
azukna	HI×AŠ2.SAG
aĝ	AK
aĝ2	NINDA2×NE
aĝ3	ŠID
aĝa3	DUN3@g
aĝar5	IM%IM
aĝar6	IM.DUGUD
aĝarin	AB×DUN3@g
aĝarin2	AB×GAN2@t
aĝarin3	GA2×AN.DUN3@g
aĝarin4	GA2×AN.ŠIM
aĝarin5	GA2×AN.ŠIM×GAR
aĝrig	IGI.DUB
aś	AŠ2
aş	PIRIG×ZA
aş2	AŠ2
aş3	AŠ
aš	AŠ
aš10	DIŠ
aš11	AŠ@z
aš2	AŠ2
aš2-gar3	SAL.AŠ2.GAR3
aš4	TAB.TAB.TAB
aš5	SIK2.LAM.SUHUR
aš6	SIK2.LAM
aš7	ŠIR
aš7-gi4	ŠIR.GI4
aš8	HI×DIŠ
aš9	AŠ&AŠ&AŠ.AŠ&AŠ&AŠ
aša	AŠ
aša2	AŠ2
aša5	GAN2
ašag	GAN2
ašalx(|A.TU.GABA.LIŠ|)	A.TU.GABA.LIŠ
ašalx(|A.TU.NUN&NUN|)	A.TU.NUN&NUN
ašar2	A.TU.GABA.LIŠ
ašaridu	IGI.DU
ašarx(|A.TU.NUN&NUN|)	A.TU.NUN&NUN
ašdar	U.DAR
ašdarx(|DIŠ.DAR|)	DIŠ.DAR
ašgab	AŠGAB
ašgabgalx(|GAL.AŠGAB|)	GAL.AŠGAB
ašgi	ŠIR.GI4
ašita	A2.U.KID
aški	ZI&ZI.LAGAB
aškix(|A.ZI&ZI|)	A.ZI&ZI
aškix(|ZI&ZI.A|)	ZI&ZI.A
aškix(|ZI&ZI.EŠ2|)	ZI&ZI.EŠ2
aškud	A2.MUŠ3@g
aškud2	A2.MUŠ3
aškudx(|A.ZA.AN.MUŠ3|)	A.ZA.AN.MUŠ3
aškudx(|A2.ZA.MUŠ3@g|)	A2.ZA.MUŠ3@g
ašlag	TUG2.UD
ašlag2	TUG2
ašlag3	GIŠ.TUG2.PI.TE.A.DU
ašlag4	GIŠ.TUG2.TE.A.DU
ašlag5	GIŠ.TUG2.PI.TE.A
ašlag6	GIŠ.TUG2.TE.A
ašlag7	LU2×TUG2
ašlug	E2.UŠ.BU.DA
ašnan	ŠE.ŠE.NUN&NUN
ašnan2	ŠE
ašnana	ŠE.ŠE.NUN&NUN
ašta	GAD.TAK4
ašte	A2.U.KID
ašte2	LAGAB×A
aštex(|LAGAB×GAR|)	LAGAB×GAR
ašx(AB)	AB
ašša	AŠ
ašša2	GAD.TAK4
aššan	AN.DU.AN
aţ	AD
aţ2	GIR2@g
aţu	U2.GIR2@g
ba	BA
ba10?	PAN
ba11	KA×GAN2@t
ba13	ME
ba14	PAP
ba15	BAR
ba2	PA
ba3	U.U.U
ba4	GA2
ba5?	KA×IM
ba6	U2
ba7	MAŠ
ba8	EZEN×BAD
ba9	BAD
bab	PAP
bab2	UD
baba2	KA2
babar	UD
babar2	UD.UD
babbar	UD
babbar2	UD.UD
babila	KA.AN
babila2	KA.AN.RA
babilax(|DIN.ŠE.NUN&NUN|)	DIN.ŠE.NUN&NUN
babilax(|KA2.AN|)	KA2.AN
babilim	KA2.AN
babilim2	KA2.AN.RA
babilima	KA2.AN
babilima2	KA2.AN.RA
babu	KA2
bad	BAD
bad2	PAD
bad3	EZEN×BAD
bad4	KI.KAL
bad5	IGI
bada	BAD
bada3	EZEN×BAD
badi	IGI
badx(EZEN)	EZEN
baeš	AŠ2
bag	HU
bag2	AŠ@z.AŠ@z.AŠ@z.AŠ@z
bag3	BAG3
bag4	AŠ@k&AŠ@k&AŠ@k&AŠ@k
bagx(RI)	RI
bah	HU
bah3	LUL
bahar	GUD
bahar2	BAHAR2
bahar3	U.EDIN
bahar4	BAR.EDIN
bahar5	DUG.SILA3.BUR.NA
bahargalx(|GAL.BAR.EDIN|)	GAL.BAR.EDIN
baharx(|U.SAR|)	U.SAR
bak	HU
bak2	AŠ@z.AŠ@z.AŠ@z.AŠ@z
bak3	BAG3
bakiru	U.SAR
bakirum	U.SAR
bakx(RI)	RI
bal	BAL
bal2	BUR2
bal3	AL×AL
bal4	AL×KI
bala	BAL
balag	BALAG
balak	BAL
balaĝ	BALAG
baliha	KASKAL.KUR
balla	GAR.SAG.IL2.EZEN.UŠ
balla2	GAR.SAG.IL2.EZEN.SAL
ballatu	ZI.ME.U.U.U
ban	PAN
ban3	TUR
ban4	KAK
banda3	TUR
banda4	IDIM
banda5	SIG4.IDIM
bandiliša	KU7
baneš	AŠ2
bania	AŠ2.U&U
banlimmu	AŠ2.U
bansur	URU×URUDA
bansur2	IDIM&IDIM.BUR
bansur3	KAD5
banx(|LAGAB.LAGAB|)	LAGAB.LAGAB
banšur	URU×URUDA
banšur2	IDIM&IDIM.BUR
banšur3	KAD5
banšura	URU×URUDA
banšurx(|URU×IGI|)	URU×IGI
bap	PAP
bappir	ŠIM×GAR
bappir2	ŠIM
bappir3	BI×GAR
bappira	ŠIM×GAR
bappira2	ŠIM
bappira3	BI×GAR
baq	HU
bar	BAR
bar2	BARA2
bar3	DAG
bar4	NI.UD
bar5	SIG4
bar6	UD
bar7	NE
bar8	EN×GAN2@t
bara	BAR
bara10	GA2×IGI@g
bara2	BARA2
bara2-munu4	BARA2.PAP.PAP
bara2-munu5	BARA2.PAP.ŠE.PAP
bara3	DAG
bara4	BAD
bara5	LAGAB×EN
bara6	LAGAB×ME+EN
bara7	LAGAB×IGI@g
bara8	LAGAB×TAK4
bara9	LAGAB×LUL
barag	BARA2
barag2	DAG
baragx?(|E2×BAD|)	E2×BAD
barax(NE)	NE
barax(UD)	UD
bare	BAR
bargi?	U&U.U@v&U@v
barim	PA.DU@s
barimx(|URU×BAR|)	URU×BAR
barx(A)	A
barx(U)	U
barzil	AN.AŠ.AN
bat	BAD
bat2	PAD
bat3	EZEN×BAD
bat5	IGI
bata	BAD
batu	U.U.U
bax(PI)	PI
bazbazx(|ŠE.HU|)	ŠE.HU
baš?	MAŠ
baštum	KAL
baţ	BAD
be	BAD
be2	BI
be3	NI
be4	BA
be5	KU
be6	PI
be7	NE
bed	E2
bed3	KU
belili	ALAN
ber2	UD
ber6	ŠA3×U+A
ber7	ŠA3×A
bet	E2
bet3	KU
beš12	UD
bi	BI
bi2	NE
bi3	PI
bi4	BAD
bi5	NE@s
bi6	BA
bi7	KU
bi9?	HI×NUN
bibad	ŠE.HU.TUR
bibe	ŠE.HU.TUR
bibra	HUL2
bibri	HUL2
bid	E2
bid2	BAD
bid3	KU
big	SIG
bik	SIG
bil	NE
bil2	NE@s
bil3	GIŠ.NE@s
bil4	GIŠ.NE
bila	NE
bili	NE
billuda	PA.AN
billudu	PA.AN
biltu	GU2.UN
biluda	PA.AN
bilx(EDIN)	EDIN
bin	APIN
bir	HI×ŠE
bir2	UD
bir3?	ERIN2
bir4	EDIN
bir5	NAM
bir6	ŠA3×U+A
bir7	ŠA3×A
bir8	A.SUD
bir9	NE
birdu	KAL.EDIN
biri	HI×ŠE
birx(|ŠIM×GAR|)	ŠIM×GAR
bis2	HA@g
bisag	GA2
bisag2	ŠID
bisag3	ŠID×A
bisagx(|GA2×GI|)	GA2×GI
bisan	GA2
bisan2	ŠID
bisan3	ŠID×A
bisanx(|GA2×GI|)	GA2×GI
bisaĝ	GA2
bisaĝ2	ŠID
bisaĝ3	ŠID×A
bit	E2
bit3	KU
bix(NAM)	NAM
biz	BI
bizeg3	ŠID×A
bizem3	ŠID×A
biš	HA@g
bišeba	LUGAL
bišeba3?	GUD&GUD.LUGAL
bišebi	LUGAL
bišebi3?	GUD&GUD.LUGAL
biţ	E2
bu	BU
bu10	PAP.PAP
bu11	U2
bu12	U
bu13	KA×IM
bu14	LAGAB×SUM
bu15	PAD
bu2	KASKAL
bu3	KA×GAN2@t
bu4	LAGAB×U
bu5	LAGAB×U+U+U
bu5-bu5	LAGAB×U+U+U.LAGAB×U+U+U
bu6	LAGAB×U
bu7	KU
bu8	BUR2
bu9?	BULUG
bubbu	LAGAB×U+U+U.LAGAB×U+U+U
bubbur	BUR2.BUR2
bube	KU7
bubux(|LAGAB×U+U+U.LAGAB×U+U+U|)	LAGAB×U+U+U.LAGAB×U+U+U
bugin	LAGAB×A
bugin2	LAGAB×GAR
bugin3?	LAGAB×ME
bugin4	LAGAB×U+A
buglu	ŠA3.GI
buh	LUL
buhx(|KA×IM|)	KA×IM
buk	MUG
bul	LAGAB×U+U+U
bul2	BUR2
bul3	BAL
bul4?	KA×IM
bul5	LAGAB×SUM
bula	KU.NU
bulug	BULUG
bulug2	BUR2
bulug3	PAP.PAP
bulug4	NAGAR
bulug5	BALAG
buluh	HAL
bulunx(BALAG)	BALAG
bulunx(|PAP.PAP|)	PAP.PAP
buluĝ	BULUG
buluĝ3	PAP.PAP
buluĝ5	BALAG
bulx(KU)	KU
bum	KA×GAN2@t
bum2	BALAG
bun	LAGAB×IM
bun2	KA×IM
bunga	UŠ.GA
bungu	UŠ.GA
bunig3?	LAGAB×HAL
bunin	LAGAB×A
bunin2	LAGAB×GAR
bunin3?	LAGAB×ME
bunin4	LAGAB×U+A
buninx(|A.LAGAB×A|)	A.LAGAB×A
buniĝ	LAGAB×A
buniĝ2	LAGAB×GAR
buniĝ3?	LAGAB×HAL
buniĝx(A)	A
buniĝx(|A.LAGAB×A|)	A.LAGAB×A
bunx(|URU×IM|)	URU×IM
bur	BUR
bur'ux(|U×KASKAL|)	U×KASKAL
bur10	LAGAB×U+U+U
bur11	KI.EN.KAK
bur12	BU
bur13	PAP.PAP
bur14	EN×GAN2@t
bur2	BUR2
bur3	U
bur4	NU11.BUR
bur5	HU.ŠE.ERIN2
bur6	KISAL
bur7	GURUN
bur8	HAL
buranun	UD.GIŠ%GIŠ.NUN
buranuna	UD.GIŠ%GIŠ.NUN
buranunu	UD.GIŠ%GIŠ.NUN
buru	BUR
buru11	KI.EN.KAK
buru14	EN×GAN2@t
buru15	NU11.IR
buru16	LAGAB×SUM
buru2	BUR2
buru3	U
buru4	NU11.BUR
buru5	NAM@n
buru6	KID
buru7	GURUN
buru8	HAL
buru9	IDIM&IDIM.BUR
burudx(U)	U
buruh	HAL
burumx(|IGI.ERIN2|)	IGI.ERIN2
burunun	UD.GIŠ%GIŠ.NUN
burununa	UD.GIŠ%GIŠ.NUN
burux(GAN2)	GAN2
burux(HU)	HU
burux(|BAD.IGI.BAD|)	BAD.IGI.BAD
burux(|IDIM&IDIM×4|)	IDIM&IDIM×4
burux(|IDIM×4|)	IDIM×4
burux(|IGI.ERIN2|)	IGI.ERIN2
burux(|LAGAB×4|)	LAGAB×4
burux(|LAGAB×U+U+U|)	LAGAB×U+U+U
burux(|TAB×4|)	TAB×4
burx(A)	A
burx(|BAD.IGI.BAD|)	BAD.IGI.BAD
burx(|IDIM&IDIM.BUR|)	IDIM&IDIM.BUR
burx(|IDIM&IDIM×4|)	IDIM&IDIM×4
burx(|IDIM×4|)	IDIM×4
burx(|KA×GAN2@t|)	KA×GAN2@t
burx(|KA×ŠU|)	KA×ŠU
burx(|TAB×4|)	TAB×4
bute	ZAG
buti	ZAG
butu	ZAG
bux(KA)	KA
bux(NI)	NI
bux(PI)	PI
buzur	U
buzur2	U.U
buzur3	U.ZAG
buzur4	KA×GAN2@t.ŠA
buzur5	KA×GAN2@t
buš	KASKAL
buš2	HA@g
bītu	E2
būdu	ZAG.HA
d	AN
da	DA
da10	HI
da11?	IG
da12	KA
da13	TAK4
da2	TA
da3	KAK
da4	DAM
da5	URUDA
da6	TAG
da7	UD
da8	DAG
da9	UMUM×KASKAL
dab	DIB
dab2	TAB
dab3	HI
dab4	DUB
dab5	KU
dab6	URUDA
daba	DIB
daba5	KU
daban	KU7
dabax(NUN)	NUN
dabašin	KU7
dabda2	BAD.BAD
dabda?	IGI.IGI
dabe	DIB
dabin	EŠ2.ŠE
dabx(NUN)	NUN
dabx(|LAGAB×GUD|)	LAGAB×GUD
dad	TAK4
dadag	UD.UD
dadda	TAK4.TAK4
dadrum?	LUGAL&LUGAL
dag	DAG
dag2	UD
dag3	NI.UD
dag4?	KISAL
dag5	KA
dagal	GA2×AN
dagala	GA2×AN
dagan?	KI.URU×MIN
daggan?	KI.URU×MIN
dagrim	LAGAB×KU3
dagrin	LAGAB×KU3
dagx(|GA2×U|)	GA2×U
dagx?(|E2×BAD|)	E2×BAD
dah	MU&MU
dak	DAG
dak3	NI.UD
dakan	KI.URU×MIN
dal	RI
dal2?	MAŠ.GU2.GAR3
dal3	AŠ
dala	RI
dala2	IGI.KAK
dalhamun	IM.ŠITA
dalhamun2	EN%EN
dalhamun3	EN%EN.IM%IM
dalhamun4	AN+NAGA×4
dalhamun5	AN+NAGA@AN+NAGA
dalhamun6	IM%IM
dalhamun7	NAGA@NAGA
dalhamunx(AN)	AN
dalhamunx(IM)	IM
dalhamunx(|IM@IM|)	IM@IM
dalla	MAŠ.GU2.GAR3
dalla2	IGI.KAK
dallax(|GU2.GAR3|)	GU2.GAR3
dalx(HU)	HU
dam	DAM
dam2	UD
dam3	TUM
dama	DAM
damal	GA2×AN
